"cuenca" "mes" "S" "tau" "var" "pvalue"
"44" 4 8 -114 -0.146153852343559 7366.66650390625 0.187983840703964
"45" 4 9 -10 -0.0128205129876733 7366.66650390625 0.916487455368042
"46" 4 10 37 0.0474663302302361 7365.66650390625 0.674875736236572
"47" 4 11 -47 -0.0602950714528561 7365.66650390625 0.591969609260559
"48" 4 12 -113 -0.146285206079483 7338.33349609375 0.191065818071365
"49" 5 1 -44 -0.0567753724753857 7350 0.615975499153137
"50" 5 2 -91 -0.117498122155666 7349 0.293785810470581
"51" 5 3 -41 -0.055055633187294 7150.33349609375 0.63618540763855
"52" 5 4 -11 -0.0143722714856267 7300.33349609375 0.906829535961151
"53" 5 5 -7 -0.00898011680692434 7365.66650390625 0.944264531135559
"54" 5 6 14 0.0179487187415361 7366.66650390625 0.879610061645508
"55" 5 7 -56 -0.0717948749661446 7366.66650390625 0.521648168563843
"56" 5 8 50 0.0641025677323341 7366.66650390625 0.568066954612732
"57" 5 9 54 0.0692307725548744 7366.66650390625 0.536901712417603
"58" 5 10 52 0.0666666701436043 7366.66650390625 0.552376508712769
"59" 5 11 -101 -0.129736915230751 7363 0.243859708309174
"60" 5 12 -56 -0.0722595676779747 7350 0.52117645740509
"61" 6 1 48 0.0619367733597755 7350 0.583541393280029
"62" 6 2 -76 -0.0980665534734726 7350 0.381673038005829
"63" 6 3 31 0.0412235520780087 7201.66650390625 0.723704218864441
"64" 6 4 -71 -0.0912012010812759 7363 0.414628505706787
"65" 6 5 -22 -0.0282051283866167 7366.66650390625 0.806710600852966
"66" 6 6 96 0.123076923191547 7366.66650390625 0.268359422683716
"67" 6 7 22 0.0282051283866167 7366.66650390625 0.806710600852966
"68" 6 8 24 0.0307692307978868 7366.66650390625 0.788719415664673
"69" 6 9 -8 -0.0102564105764031 7366.66650390625 0.93499881029129
"70" 6 10 13 0.0166773591190577 7365.66650390625 0.888800740242004
"71" 6 11 -113 -0.14496473968029 7365.66650390625 0.191891312599182
"72" 6 12 -120 -0.156684130430222 7301.33349609375 0.163721859455109
"73" 7 1 64 0.0820512846112251 7366.66650390625 0.462939500808716
"74" 7 2 -132 -0.169230774044991 7366.66650390625 0.126938790082932
"75" 7 3 -28 -0.0358974374830723 7366.66650390625 0.753082156181335
"76" 7 4 -20 -0.0256410259753466 7366.66650390625 0.824804604053497
"77" 7 5 -84 -0.107692308723927 7366.66650390625 0.333526074886322
"78" 7 6 34 0.0435897447168827 7366.66650390625 0.700619697570801
"79" 7 7 -50 -0.0641025677323341 7366.66650390625 0.568066954612732
"80" 7 8 86 0.110256411135197 7366.66650390625 0.322008967399597
"81" 7 9 38 0.048717949539423 7366.66650390625 0.666404128074646
"82" 7 10 -32 -0.0410256423056126 7366.66650390625 0.717963337898254
"83" 7 11 -50 -0.0641025677323341 7366.66650390625 0.568066954612732
"84" 7 12 -120 -0.15384615957737 7366.66650390625 0.165602475404739
"85" 8 1 75 0.0963392928242683 7363 0.388472318649292
"86" 8 2 -39 -0.0504878126084805 7338.33349609375 0.657336711883545
"87" 8 3 16 0.0205391701310873 7364.66650390625 0.861245155334473
"88" 8 4 -58 -0.0746466293931007 7358 0.506370425224304
"89" 8 5 -16 -0.0205128211528063 7366.66650390625 0.861263871192932
"90" 8 6 8 0.0102564105764031 7366.66650390625 0.934998750686646
"91" 8 7 20 0.0256410259753466 7366.66650390625 0.824804544448853
"92" 8 8 -2 -0.00256410264410079 7366.66650390625 0.990703999996185
"93" 8 9 -12 -0.0153846153989434 7366.66650390625 0.898021280765533
"94" 8 10 68 0.0871794894337654 7366.66650390625 0.435026407241821
"95" 8 11 -49 -0.0628608167171478 7365.66650390625 0.575965404510498
"96" 8 12 -138 -0.178068220615387 7350 0.110042840242386
"97" 9 1 48 0.0615384615957737 7366.66650390625 0.583967447280884
"98" 9 2 -34 -0.0435897447168827 7366.66650390625 0.700619637966156
"99" 9 3 -82 -0.105128206312656 7366.66650390625 0.345305681228638
"100" 9 4 24 0.0307692307978868 7366.66650390625 0.788719415664673
"101" 9 5 -110 -0.141025647521019 7366.66650390625 0.204097926616669
"102" 9 6 -118 -0.1512820571661 7366.66650390625 0.172828584909439
"103" 9 7 -68 -0.0871794894337654 7366.66650390625 0.435026407241821
"104" 9 8 54 0.0692307725548744 7366.66650390625 0.536901712417603
"105" 9 9 70 0.0897435918450356 7366.66650390625 0.42144238948822
"106" 9 10 114 0.146153852343559 7366.66650390625 0.187983870506287
"107" 9 11 -30 -0.0384615398943424 7366.66650390625 0.735453605651855
"108" 9 12 -82 -0.105128206312656 7366.66650390625 0.345305681228638
"109" 10 1 112 0.143589749932289 7366.66650390625 0.195919513702393
"110" 10 2 -32 -0.0410256423056126 7366.66650390625 0.717963337898254
"111" 10 3 -110 -0.141025647521019 7366.66650390625 0.204097926616669
"112" 10 4 80 0.102564103901386 7366.66650390625 0.357347130775452
"113" 10 5 42 0.0538461543619633 7366.66650390625 0.632869124412537
"114" 10 6 -16 -0.0205128211528063 7366.66650390625 0.861263871192932
"115" 10 7 -168 -0.215384617447853 7366.66650390625 0.0516880452632904
"116" 10 8 -116 -0.148717954754829 7366.66650390625 0.180287927389145
"117" 10 9 18 0.0230769235640764 7366.66650390625 0.842992186546326
"118" 10 10 65 0.0877192988991737 6833.66650390625 0.438812613487244
"119" 10 11 97 0.13090418279171 6833.66650390625 0.245519995689392
"120" 10 12 -105 -0.141700401902199 6833.66650390625 0.208364725112915
